instance_id,prefix,shots_available,shots_inspected,distinct,feasible_count,feasible_fraction,best_feasible_utility,optimal_hit_count,optimal_hit_rate,evidence_type,note,p,solver
D1,4,1024,4,4,1,0.25,18.0,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D1,16,1024,16,16,2,0.125,19.0,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D1,64,1024,64,41,11,0.171875,20.0,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D1,256,1024,256,63,49,0.19140625,23.0,3,0.01171875,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D1,1024,1024,1024,64,191,0.1865234375,23.0,14,0.013671875,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D1,1,1024,1,1,1,1.0,19.0,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,cardinality_k_proposals
D1,4,1024,4,4,3,0.75,21.0,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,cardinality_k_proposals
D1,16,1024,16,12,9,0.5625,21.0,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,cardinality_k_proposals
D1,64,1024,64,20,37,0.578125,23.0,1,0.015625,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,cardinality_k_proposals
D1,256,1024,256,20,155,0.60546875,23.0,9,0.03515625,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,cardinality_k_proposals
D1,1024,1024,1024,20,607,0.5927734375,23.0,47,0.0458984375,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,cardinality_k_proposals
D2,1,1024,1,1,0,0.0,,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,1,ideal_qaoa_finite_shot_sim
D2,4,1024,4,3,2,0.5,22.0,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,1,ideal_qaoa_finite_shot_sim
D2,16,1024,16,12,5,0.3125,23.0,1,0.0625,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,1,ideal_qaoa_finite_shot_sim
D2,64,1024,64,32,20,0.3125,23.0,5,0.078125,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,1,ideal_qaoa_finite_shot_sim
D2,256,1024,256,48,63,0.24609375,23.0,12,0.046875,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,1,ideal_qaoa_finite_shot_sim
D2,1024,1024,1024,61,289,0.2822265625,23.0,71,0.0693359375,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,1,ideal_qaoa_finite_shot_sim
D2,1,1024,1,1,0,0.0,,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D2,4,1024,4,4,0,0.0,,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D2,16,1024,16,14,0,0.0,,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D2,64,1024,64,43,3,0.046875,23.0,1,0.015625,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D2,256,1024,256,63,31,0.12109375,23.0,11,0.04296875,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D2,1024,1024,1024,64,137,0.1337890625,23.0,36,0.03515625,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D2,1,1024,1,1,1,1.0,18.0,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,2,ideal_qaoa_finite_shot_sim
D2,4,1024,4,3,4,1.0,20.0,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,2,ideal_qaoa_finite_shot_sim
D2,16,1024,16,9,14,0.875,23.0,1,0.0625,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,2,ideal_qaoa_finite_shot_sim
D2,64,1024,64,14,57,0.890625,23.0,17,0.265625,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,2,ideal_qaoa_finite_shot_sim
D2,256,1024,256,26,229,0.89453125,23.0,57,0.22265625,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,2,ideal_qaoa_finite_shot_sim
D2,1024,1024,1024,40,934,0.912109375,23.0,251,0.2451171875,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,2,ideal_qaoa_finite_shot_sim
D2,1,1024,1,1,0,0.0,,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D2,4,1024,4,4,1,0.25,20.0,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D2,16,1024,16,14,1,0.0625,20.0,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D2,64,1024,64,40,7,0.109375,23.0,1,0.015625,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D2,256,1024,256,62,25,0.09765625,23.0,3,0.01171875,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D2,1024,1024,1024,64,138,0.134765625,23.0,38,0.037109375,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D2,1,1024,1,1,1,1.0,23.0,1,1.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,cardinality_k_proposals
D2,4,1024,4,4,3,0.75,23.0,1,0.25,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,cardinality_k_proposals
D2,16,1024,16,13,8,0.5,23.0,2,0.125,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,cardinality_k_proposals
D2,64,1024,64,20,27,0.421875,23.0,6,0.09375,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,cardinality_k_proposals
D2,256,1024,256,20,107,0.41796875,23.0,29,0.11328125,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,cardinality_k_proposals
D2,1024,1024,1024,20,411,0.4013671875,23.0,106,0.103515625,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,cardinality_k_proposals
D3,1,1024,1,1,1,1.0,17.0,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,1,ideal_qaoa_finite_shot_sim
D3,4,1024,4,3,4,1.0,18.0,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,1,ideal_qaoa_finite_shot_sim
D3,16,1024,16,10,10,0.625,21.0,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,1,ideal_qaoa_finite_shot_sim
D3,64,1024,64,30,24,0.375,23.0,1,0.015625,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,1,ideal_qaoa_finite_shot_sim
D3,256,1024,256,55,82,0.3203125,23.0,10,0.0390625,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,1,ideal_qaoa_finite_shot_sim
D3,1024,1024,1024,60,320,0.3125,23.0,35,0.0341796875,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,1,ideal_qaoa_finite_shot_sim
D3,1,1024,1,1,0,0.0,,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D3,4,1024,4,4,0,0.0,,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D3,16,1024,16,14,2,0.125,21.0,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D3,64,1024,64,39,11,0.171875,23.0,1,0.015625,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D3,256,1024,256,64,35,0.13671875,23.0,3,0.01171875,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D3,1024,1024,1024,64,118,0.115234375,23.0,15,0.0146484375,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D3,1,1024,1,1,1,1.0,21.0,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,2,ideal_qaoa_finite_shot_sim
D3,4,1024,4,4,2,0.5,21.0,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,2,ideal_qaoa_finite_shot_sim
D3,16,1024,16,13,7,0.4375,21.0,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,2,ideal_qaoa_finite_shot_sim
D3,64,1024,64,32,26,0.40625,23.0,5,0.078125,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,2,ideal_qaoa_finite_shot_sim
D3,256,1024,256,51,99,0.38671875,23.0,17,0.06640625,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,2,ideal_qaoa_finite_shot_sim
D3,1024,1024,1024,61,359,0.3505859375,23.0,49,0.0478515625,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,2,ideal_qaoa_finite_shot_sim
D3,1,1024,1,1,0,0.0,,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D3,4,1024,4,4,0,0.0,,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D3,16,1024,16,14,0,0.0,,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D3,64,1024,64,41,9,0.140625,21.0,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D3,256,1024,256,63,34,0.1328125,23.0,2,0.0078125,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D3,1024,1024,1024,64,153,0.1494140625,23.0,13,0.0126953125,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D3,1,1024,1,1,1,1.0,13.0,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,cardinality_k_proposals
D3,4,1024,4,4,3,0.75,20.0,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,cardinality_k_proposals
D3,16,1024,16,12,9,0.5625,21.0,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,cardinality_k_proposals
D3,64,1024,64,20,29,0.453125,23.0,2,0.03125,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,cardinality_k_proposals
D3,256,1024,256,20,116,0.453125,23.0,10,0.0390625,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,cardinality_k_proposals
D3,1024,1024,1024,20,439,0.4287109375,23.0,48,0.046875,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,cardinality_k_proposals
D4,1,1024,1,1,1,1.0,18.0,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,1,ideal_qaoa_finite_shot_sim
D4,4,1024,4,4,3,0.75,19.0,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,1,ideal_qaoa_finite_shot_sim
D4,16,1024,16,15,5,0.3125,24.0,1,0.0625,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,1,ideal_qaoa_finite_shot_sim
D4,64,1024,64,38,14,0.21875,24.0,2,0.03125,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,1,ideal_qaoa_finite_shot_sim
D4,256,1024,256,56,50,0.1953125,24.0,11,0.04296875,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,1,ideal_qaoa_finite_shot_sim
D4,1024,1024,1024,61,229,0.2236328125,24.0,45,0.0439453125,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,1,ideal_qaoa_finite_shot_sim
D4,1,1024,1,1,0,0.0,,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D4,4,1024,4,4,0,0.0,,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D4,16,1024,16,15,2,0.125,21.0,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D4,64,1024,64,39,6,0.09375,24.0,1,0.015625,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D4,256,1024,256,61,19,0.07421875,24.0,4,0.015625,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D4,1024,1024,1024,64,92,0.08984375,24.0,17,0.0166015625,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D4,1,1024,1,1,0,0.0,,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,2,ideal_qaoa_finite_shot_sim
D4,4,1024,4,2,0,0.0,,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,2,ideal_qaoa_finite_shot_sim
D4,16,1024,16,4,3,0.1875,19.0,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,2,ideal_qaoa_finite_shot_sim
D4,64,1024,64,13,22,0.34375,21.0,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,2,ideal_qaoa_finite_shot_sim
D4,256,1024,256,22,97,0.37890625,21.0,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,2,ideal_qaoa_finite_shot_sim
D4,1024,1024,1024,35,395,0.3857421875,21.0,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,2,ideal_qaoa_finite_shot_sim
D4,1,1024,1,1,0,0.0,,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D4,4,1024,4,4,0,0.0,,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D4,16,1024,16,14,0,0.0,,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D4,64,1024,64,42,3,0.046875,21.0,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D4,256,1024,256,64,16,0.0625,24.0,3,0.01171875,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D4,1024,1024,1024,64,84,0.08203125,24.0,17,0.0166015625,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D4,1,1024,1,1,0,0.0,,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,cardinality_k_proposals
D4,4,1024,4,4,2,0.5,21.0,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,cardinality_k_proposals
D4,16,1024,16,11,7,0.4375,21.0,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,cardinality_k_proposals
D4,64,1024,64,20,20,0.3125,24.0,1,0.015625,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,cardinality_k_proposals
D4,256,1024,256,20,86,0.3359375,24.0,11,0.04296875,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,cardinality_k_proposals
D4,1024,1024,1024,20,316,0.30859375,24.0,50,0.048828125,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,cardinality_k_proposals
D5,1,1024,1,1,0,0.0,,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,1,ideal_qaoa_finite_shot_sim
D5,4,1024,4,4,2,0.5,22.0,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,1,ideal_qaoa_finite_shot_sim
D5,16,1024,16,15,3,0.1875,23.0,1,0.0625,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,1,ideal_qaoa_finite_shot_sim
D5,64,1024,64,36,16,0.25,23.0,5,0.078125,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,1,ideal_qaoa_finite_shot_sim
D5,256,1024,256,51,71,0.27734375,23.0,15,0.05859375,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,1,ideal_qaoa_finite_shot_sim
D5,1024,1024,1024,58,255,0.2490234375,23.0,49,0.0478515625,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,1,ideal_qaoa_finite_shot_sim
D5,1,1024,1,1,0,0.0,,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D5,4,1024,4,4,0,0.0,,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D5,16,1024,16,12,1,0.0625,23.0,1,0.0625,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D5,64,1024,64,41,5,0.078125,23.0,2,0.03125,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D5,256,1024,256,63,27,0.10546875,23.0,5,0.01953125,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D5,1024,1024,1024,64,94,0.091796875,23.0,13,0.0126953125,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D5,1,1024,1,1,1,1.0,21.0,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,2,ideal_qaoa_finite_shot_sim
D5,4,1024,4,4,2,0.5,21.0,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,2,ideal_qaoa_finite_shot_sim
D5,16,1024,16,11,10,0.625,23.0,1,0.0625,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,2,ideal_qaoa_finite_shot_sim
D5,64,1024,64,25,34,0.53125,23.0,6,0.09375,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,2,ideal_qaoa_finite_shot_sim
D5,256,1024,256,41,131,0.51171875,23.0,18,0.0703125,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,2,ideal_qaoa_finite_shot_sim
D5,1024,1024,1024,52,529,0.5166015625,23.0,90,0.087890625,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,2,ideal_qaoa_finite_shot_sim
D5,1,1024,1,1,0,0.0,,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D5,4,1024,4,4,0,0.0,,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D5,16,1024,16,15,3,0.1875,21.0,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D5,64,1024,64,37,5,0.078125,23.0,1,0.015625,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D5,256,1024,256,61,24,0.09375,23.0,5,0.01953125,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D5,1024,1024,1024,64,108,0.10546875,23.0,13,0.0126953125,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D5,1,1024,1,1,0,0.0,,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,cardinality_k_proposals
D5,4,1024,4,4,1,0.25,19.0,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,cardinality_k_proposals
D5,16,1024,16,12,5,0.3125,22.0,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,cardinality_k_proposals
D5,64,1024,64,20,17,0.265625,23.0,1,0.015625,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,cardinality_k_proposals
D5,256,1024,256,20,77,0.30078125,23.0,11,0.04296875,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,cardinality_k_proposals
D5,1024,1024,1024,20,298,0.291015625,23.0,39,0.0380859375,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,cardinality_k_proposals
D6,1,1024,1,1,0,0.0,,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,1,ideal_qaoa_finite_shot_sim
D6,4,1024,4,3,2,0.5,16.0,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,1,ideal_qaoa_finite_shot_sim
D6,16,1024,16,15,5,0.3125,22.0,2,0.125,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,1,ideal_qaoa_finite_shot_sim
